L1	L2	KO
14_Methanogenesis	From methanol	K03389
14_Methanogenesis	From methanol	K03390
14_Methanogenesis	From acetate	K00925
14_Methanogenesis	From acetate	K00625
14_Methanogenesis	From acetate	K13788
14_Methanogenesis	From acetate	K01895
14_Methanogenesis	From acetate	K00192
14_Methanogenesis	From acetate	K00193
14_Methanogenesis	From acetate	K00194
14_Methanogenesis	From acetate	K00195
14_Methanogenesis	From acetate	K00197
14_Methanogenesis	From acetate	K14138
14_Methanogenesis	From acetate	K00190
14_Methanogenesis	From acetate	K00577
14_Methanogenesis	From acetate	K00578
14_Methanogenesis	From acetate	K00579
14_Methanogenesis	From acetate	K00580
14_Methanogenesis	From acetate	K00581
14_Methanogenesis	From acetate	K00583
14_Methanogenesis	From acetate	K00584
14_Methanogenesis	From acetate	K00399
14_Methanogenesis	From acetate	K00402
14_Methanogenesis	From acetate	K03388
14_Methanogenesis	From acetate	K03389
14_Methanogenesis	From acetate	K03390
14_Methanogenesis	From acetate	K00401
14_Methanogenesis	From acetate	K00582
14_Methanogenesis	From trimethylamine	K14082
14_Methanogenesis	From trimethylamine	K14083
14_Methanogenesis	From trimethylamine	K14084
14_Methanogenesis	From trimethylamine	K00399
14_Methanogenesis	From trimethylamine	K00401
14_Methanogenesis	From trimethylamine	K00402
14_Methanogenesis	From trimethylamine	K03388
14_Methanogenesis	From trimethylamine	K03389
14_Methanogenesis	From trimethylamine	K03390
14_Methanogenesis	From dimethylamine	K14082
14_Methanogenesis	From dimethylamine	K16178
14_Methanogenesis	From dimethylamine	K16179
14_Methanogenesis	From dimethylamine	K00399
14_Methanogenesis	From dimethylamine	K00401
14_Methanogenesis	From dimethylamine	K00402
14_Methanogenesis	From dimethylamine	K03388
14_Methanogenesis	From dimethylamine	K03389
14_Methanogenesis	From dimethylamine	K03390
14_Methanogenesis	From formate	K00123
14_Methanogenesis	From formate	K00205
14_Methanogenesis	From formate	K00442
14_Methanogenesis	From formate	K00399
14_Methanogenesis	From formate	K00125
14_Methanogenesis	From formate	K00124
14_Methanogenesis	From formate	K00126
14_Methanogenesis	From formate	K00127
14_Methanogenesis	From formate	K00200
14_Methanogenesis	From formate	K00201
14_Methanogenesis	From formate	K00202
14_Methanogenesis	From formate	K00203
14_Methanogenesis	From formate	K00204
14_Methanogenesis	From formate	K00441
14_Methanogenesis	From formate	K11261
14_Methanogenesis	From formate	K11260
14_Methanogenesis	From formate	K00672
14_Methanogenesis	From formate	K01499
14_Methanogenesis	From formate	K00319
14_Methanogenesis	From formate	K13942
14_Methanogenesis	From formate	K00320
14_Methanogenesis	From formate	K00440
14_Methanogenesis	From formate	K00443
14_Methanogenesis	From formate	K00577
14_Methanogenesis	From formate	K00579
14_Methanogenesis	From formate	K00580
14_Methanogenesis	From formate	K00581
14_Methanogenesis	From formate	K00582
14_Methanogenesis	From formate	K00583
14_Methanogenesis	From formate	K00584
14_Methanogenesis	From formate	K00401
14_Methanogenesis	From formate	K00402
14_Methanogenesis	From formate	K03388
14_Methanogenesis	From formate	K03389
14_Methanogenesis	From formate	K03390
14_Methanogenesis	From formate	K00578
14_Methanogenesis	From methylamine	K14082
14_Methanogenesis	From methylamine	K16176
14_Methanogenesis	From methylamine	K16177
14_Methanogenesis	From methylamine	K00399
14_Methanogenesis	From methylamine	K00401
14_Methanogenesis	From methylamine	K00402
14_Methanogenesis	From methylamine	K03388
14_Methanogenesis	From methylamine	K03389
14_Methanogenesis	From methylamine	K03390
14_Methanogenesis	From CO2	K00200
14_Methanogenesis	From CO2	K00201
14_Methanogenesis	From CO2	K00202
14_Methanogenesis	From CO2	K00203
14_Methanogenesis	From CO2	K00204
14_Methanogenesis	From CO2	K00205
14_Methanogenesis	From CO2	K11261
14_Methanogenesis	From CO2	K11260
14_Methanogenesis	From CO2	K00672
14_Methanogenesis	From CO2	K01499
14_Methanogenesis	From CO2	K00319
14_Methanogenesis	From CO2	K13942
14_Methanogenesis	From CO2	K00320
14_Methanogenesis	From CO2	K00440
14_Methanogenesis	From CO2	K00441
14_Methanogenesis	From CO2	K00442
14_Methanogenesis	From CO2	K00443
14_Methanogenesis	From CO2	K00577
14_Methanogenesis	From CO2	K00578
14_Methanogenesis	From CO2	K00579
14_Methanogenesis	From CO2	K00580
14_Methanogenesis	From CO2	K00581
14_Methanogenesis	From CO2	K00582
14_Methanogenesis	From CO2	K00583
14_Methanogenesis	From CO2	K00584
14_Methanogenesis	From CO2	K00399
14_Methanogenesis	From CO2	K00401
14_Methanogenesis	From CO2	K00402
14_Methanogenesis	From CO2	K03388
14_Methanogenesis	From CO2	K03389
14_Methanogenesis	From CO2	K03390
15_Methylotrophy	Methane oxidation to cO2	K16154
15_Methylotrophy	Methane oxidation to cO2	K16155
15_Methylotrophy	Methane oxidation to cO2	K16156
15_Methylotrophy	Methane oxidation to cO2	K16157
15_Methylotrophy	Methane oxidation to cO2	K16158
15_Methylotrophy	Methane oxidation to cO2	K16159
15_Methylotrophy	Methane oxidation to cO2	K16160
15_Methylotrophy	Methane oxidation to cO2	K16161
15_Methylotrophy	Methane oxidation to cO2	K16162
15_Methylotrophy	Methane oxidation to cO2	K03781
15_Methylotrophy	Methane oxidation to cO2	K03782
15_Methylotrophy	Methane oxidation to cO2	K00430
15_Methylotrophy	Methane oxidation to cO2	K11188
15_Methylotrophy	Methane oxidation to cO2	K00093
15_Methylotrophy	Methane oxidation to cO2	K14028
15_Methylotrophy	Methane oxidation to cO2	K14029
15_Methylotrophy	Methane oxidation to cO2	K00148
15_Methylotrophy	Methane oxidation to cO2	K00122
15_Methylotrophy	Methane oxidation to cO2	K00123
15_Methylotrophy	Methane oxidation to cO2	K00124
15_Methylotrophy	Methane oxidation to cO2	K00125
15_Methylotrophy	Methane oxidation to cO2	K00126
15_Methylotrophy	Methane oxidation to cO2	K00127
15_Methylotrophy	Methane oxidation to cO2	K08348
15_Methylotrophy	Methane oxidation to cO2	K08349
15_Methylotrophy	Methane oxidation to cO2	K08350
15_Methylotrophy	Methanol oxidation to formaldehyde	K14028
15_Methylotrophy	Methanol oxidation to formaldehyde	K16254
15_Methylotrophy	Methanol oxidation to formaldehyde	K16255
15_Methylotrophy	Methanol oxidation to formaldehyde	K14029
15_Methylotrophy	Methanol oxidation to formaldehyde	K16256
15_Methylotrophy	Methanol oxidation to formaldehyde	K16257
15_Methylotrophy	Methanol oxidation to formaldehyde	K16258
15_Methylotrophy	Methanol oxidation to formaldehyde	K16259
15_Methylotrophy	Methanol oxidation to formaldehyde	K16260
15_Methylotrophy	Methylamine to formaldehyde	K08685
15_Methylotrophy	Methylamine to formaldehyde	K15228
15_Methylotrophy	Methylamine to formaldehyde	K15229
15_Methylotrophy	Formaldehyde oxidation (h4mpt pathway)	K10713
15_Methylotrophy	Formaldehyde oxidation (h4mpt pathway)	K10714
15_Methylotrophy	Formaldehyde oxidation (h4mpt pathway)	K01499
15_Methylotrophy	Formaldehyde oxidation (h4mpt pathway)	K00672
15_Methylotrophy	Formaldehyde oxidation (h4mpt pathway)	K00200
15_Methylotrophy	Formaldehyde oxidation (h4mpt pathway)	K00201
15_Methylotrophy	Formaldehyde oxidation (h4mpt pathway)	K00202
15_Methylotrophy	Formaldehyde oxidation (tetrahydrofolate pathway)	K00288
15_Methylotrophy	Formaldehyde oxidation (tetrahydrofolate pathway)	K01938
15_Methylotrophy	Formaldehyde oxidation (tetrahydrofolate pathway)	K13402
15_Methylotrophy	Formaldehyde oxidation (tetrahydrofolate pathway)	K01491
15_Methylotrophy	Formaldehyde oxidation (tetrahydrofolate pathway)	K13403
15_Methylotrophy	Formaldehyde oxidation (tetrahydrofolate pathway)	K00123
15_Methylotrophy	Formaldehyde oxidation (tetrahydrofolate pathway)	K00124
15_Methylotrophy	Formaldehyde oxidation (tetrahydrofolate pathway)	K00126
15_Methylotrophy	Formaldehyde oxidation (glutathione-dependent)	K03396
15_Methylotrophy	Formaldehyde oxidation (glutathione-dependent)	K00121
15_Methylotrophy	Formaldehyde oxidation (glutathione-dependent)	K01070
15_Methylotrophy	Formaldehyde oxidation (glutathione-dependent)	K00123
15_Methylotrophy	Formaldehyde oxidation (glutathione-dependent)	K00124
15_Methylotrophy	Formaldehyde oxidation (glutathione-dependent)	K00126
15_Methylotrophy	RuMP pathway for formaldehyde fixation (first two steps are common to both RuMP pathway variants)	K08093
15_Methylotrophy	RuMP pathway for formaldehyde fixation (first two steps are common to both RuMP pathway variants)	K08094
15_Methylotrophy	RuMP pathway for formaldehyde fixation (first two steps are common to both RuMP pathway variants)	K00850
15_Methylotrophy	RuMP pathway for formaldehyde fixation (first two steps are common to both RuMP pathway variants)	K01624
15_Methylotrophy	RuMP pathway for formaldehyde fixation (first two steps are common to both RuMP pathway variants)	K13810
15_Methylotrophy	RuMP pathway for formaldehyde fixation (first two steps are common to both RuMP pathway variants)	K00036
15_Methylotrophy	RuMP pathway for formaldehyde fixation (first two steps are common to both RuMP pathway variants)	K01057
15_Methylotrophy	RuMP pathway for formaldehyde fixation (first two steps are common to both RuMP pathway variants)	K01625
15_Methylotrophy	Serine pathway for formaldehyde fixation	K00600
15_Methylotrophy	Serine pathway for formaldehyde fixation	K00830
15_Methylotrophy	Serine pathway for formaldehyde fixation	K00050
15_Methylotrophy	Serine pathway for formaldehyde fixation	K01689
15_Methylotrophy	Serine pathway for formaldehyde fixation	K01595
15_Methylotrophy	Serine pathway for formaldehyde fixation	K00024
15_Methylotrophy	Serine pathway for formaldehyde fixation	K14067
15_Methylotrophy	Serine pathway for formaldehyde fixation	K08692
15_Methylotrophy	Serine pathway for formaldehyde fixation	K08691
15_Methylotrophy	Methane oxydation	K08684
18_Sulfur compounds metabolism	Chemoautotrophic oxidation of sulfur compounds	K04100
18_Sulfur compounds metabolism	Chemoautotrophic oxidation of sulfur compounds	K04101
18_Sulfur compounds metabolism	Chemoautotrophic oxidation of sulfur compounds	K05301
18_Sulfur compounds metabolism	Chemoautotrophic oxidation of sulfur compounds	K00395
18_Sulfur compounds metabolism	Chemoautotrophic oxidation of sulfur compounds	K00394
18_Sulfur compounds metabolism	Chemoautotrophic oxidation of sulfur compounds	K13811
18_Sulfur compounds metabolism	Chemoautotrophic oxidation of sulfur compounds	K00955
18_Sulfur compounds metabolism	Chemoautotrophic oxidation of sulfur compounds	K00957
18_Sulfur compounds metabolism	Chemoautotrophic oxidation of sulfur compounds	K00958
18_Sulfur compounds metabolism	Chemoautotrophic oxidation of sulfur compounds	K00956
18_Sulfur compounds metabolism	Sulfate reduction (assimilatory)	K00955
18_Sulfur compounds metabolism	Sulfate reduction (assimilatory)	K00956
18_Sulfur compounds metabolism	Sulfate reduction (assimilatory)	K00957
18_Sulfur compounds metabolism	Sulfate reduction (assimilatory)	K00958
18_Sulfur compounds metabolism	Sulfate reduction (assimilatory)	K00860
18_Sulfur compounds metabolism	Sulfate reduction (assimilatory)	K00955
18_Sulfur compounds metabolism	Sulfate reduction (assimilatory)	K13811
18_Sulfur compounds metabolism	Sulfate reduction (assimilatory)	K00390
18_Sulfur compounds metabolism	Sulfate reduction (assimilatory)	K00380
18_Sulfur compounds metabolism	Sulfate reduction (assimilatory)	K00381
18_Sulfur compounds metabolism	Sulfate reduction (assimilatory)	K00392
18_Sulfur compounds metabolism	Sulfate reduction (dissimilatory)	K00955
18_Sulfur compounds metabolism	Sulfate reduction (dissimilatory)	K00956
18_Sulfur compounds metabolism	Sulfate reduction (dissimilatory)	K00957
18_Sulfur compounds metabolism	Sulfate reduction (dissimilatory)	K00958
18_Sulfur compounds metabolism	Sulfate reduction (dissimilatory)	K00394
18_Sulfur compounds metabolism	Sulfate reduction (dissimilatory)	K00395
18_Sulfur compounds metabolism	Sulfate reduction (dissimilatory)	K11180
18_Sulfur compounds metabolism	Sulfate reduction (dissimilatory)	K11181
18_Sulfur compounds metabolism	Sulfite oxidation	K05301
18_Sulfur compounds metabolism	Sulfite oxidation	K00394
18_Sulfur compounds metabolism	Sulfite oxidation	K00395
18_Sulfur compounds metabolism	Sulfite oxidation	K00959
18_Sulfur compounds metabolism	Sulfite oxidation	K00955
18_Sulfur compounds metabolism	Sulfite oxidation	K00956
18_Sulfur compounds metabolism	Sulfite oxidation	K00957
18_Sulfur compounds metabolism	Sulfite oxidation	K00958
18_Sulfur compounds metabolism	Sulfite oxidation	K00387
18_Sulfur compounds metabolism	Sulfoacetaldehyde degradation	K03852
18_Sulfur compounds metabolism	Sulfoacetaldehyde degradation	K00625
18_Sulfur compounds metabolism	Sulfoacetaldehyde degradation	K15373
18_Sulfur compounds metabolism	Sulfolactate degradation	K06034
18_Sulfur compounds metabolism	Sulfolactate degradation	K13039
18_Sulfur compounds metabolism	Sulfolactate degradation	K03852
18_Sulfur compounds metabolism	Sulfolactate degradation	K00625
18_Sulfur compounds metabolism	Sulfolactate degradation	K13788
18_Sulfur compounds metabolism	Sulfolactate degradation	K00811
18_Sulfur compounds metabolism	Sulfolactate degradation	K00812
18_Sulfur compounds metabolism	Sulfolactate degradation	K00813
18_Sulfur compounds metabolism	Sulfolactate degradation	K11358
18_Sulfur compounds metabolism	Sulfolactate degradation	K14454
18_Sulfur compounds metabolism	Sulfolactate degradation	K14455
18_Sulfur compounds metabolism	Sulfur disproportionation	K00394
18_Sulfur compounds metabolism	Sulfur disproportionation	K00955
18_Sulfur compounds metabolism	Sulfur disproportionation	K00956
18_Sulfur compounds metabolism	Sulfur disproportionation	K00957
18_Sulfur compounds metabolism	Sulfur disproportionation	K00958
18_Sulfur compounds metabolism	Thiosulfate disproportionation	K05301
18_Sulfur compounds metabolism	Thiosulfate disproportionation	K00394
18_Sulfur compounds metabolism	Thiosulfate disproportionation	K00395
18_Sulfur compounds metabolism	Thiosulfate disproportionation	K00955
18_Sulfur compounds metabolism	Thiosulfate disproportionation	K00956
18_Sulfur compounds metabolism	Thiosulfate disproportionation	K00957
18_Sulfur compounds metabolism	Thiosulfate disproportionation	K00958
18_Sulfur compounds metabolism	Thiosulfate disproportionation	K01011
18_Sulfur compounds metabolism	Thiosulfate disproportionation	K02439
Phosphate	Alk_phosphatase	Alk_phosphatase
Phosphate	PAP2	PAP2
Phosphate	PhnH	PhnH
Phosphate	Phytase	Phytase
Phosphate	PP_kinase_C	PP_kinase_C
Phosphate	Ppx-GppA	Ppx-GppA
