,Group.1,G11.1.rna,G11.2.rna,G11.3.rna,G11.4.rna,G11.5.rna,G1.1.rna,G1.2.rna,G1.3.rna,G1.4.rna,G1.5.rna,V10A.1.rna,V10A.2.rna,V10A.3.rna,V10A.4.rna,V10A.5.rna
2103,Solimonas,0.172003328,1.3848881012,2.1106148966,1.1182756436,2.6475402381,0.5602752171,1.2022308597,2.2512769886,2.0373099883,8.4446031123,0.4684488899,1.55579035,1.0894086386,0.864803463,1.9707251386
2104,Solirubrobacter,176.131407795,224.7846499077,125.8054394274,351.7485205502,101.7283681281,110.2497121711,122.3470271509,189.3002336403,131.1181956588,100.6800526151,142.548997185,182.9026030446,183.892178181,163.283129981,158.7363323792
2105,Solirubrum,0,0.8655550632,1.7908247605,1.2199370655,0.4936091969,0.1867584057,0.080148724,0.192966599,0.2306388666,0.4367898162,0,0,0.2178817277,0.617716759,0.2231009591
2106,Solitalea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2107,Solobacterium,0,0.0432777532,0,0.0508307111,0,0,0.040074362,0.0321610998,0,0,0.046844889,0,0,0.1235433518,0.0743669864
2108,Sorangium,2.2360432628,9.7374944613,6.0120545535,6.9129767047,7.0002758841,1.9920896608,5.4100388686,9.1337523539,11.0706655965,11.9389216404,2.5296240054,2.625396216,2.8324624603,4.8593718381,4.7223036345
2109,Sordaria,0,0.0432777532,0,0,0,0,0,0,0,0,0,0,0,0,0
2110,Sphaerobacter,1.9780382712,3.6786090187,5.2445582276,4.5747639957,4.3078620829,1.1205504342,1.2022308598,1.2864439932,3.2673839435,2.9847304098,0.562138668,0.680658278,3.7766166135,4.1181117272,6.7302122661
2111,Sphaerobolus,0,0.2163887658,0.0639580272,0.0508307111,0.0897471267,0,0.2003718099,0.0643221996,0.1153194333,0.109197454,0,0.2430922422,0.0363136213,0.0823622345,0.1115504795
2112,Sphaerochaeta,0,0.3894997785,0.4477061901,0.1016614222,0.1794942534,0,0.040074362,0.0964832995,0.2690786777,0.109197454,0.046844889,0.0486184484,0.1452544851,0.0411811173,0.2974679455
2113,Sphaerotilus,0.6020116477,1.081943829,2.8781112223,0.6099685328,2.9616551812,0.5602752171,0.9617846877,0.385933198,1.191634144,2.0747516267,0.327914223,0.1944737937,0.5810179406,0.5353545246,3.7555328108
2114,Sphaerulina,0,0,0,0,0,0,0,0,0,0,0,0,0.0726272426,0,0.4462019181
2115,Sphingobacterium,0.4300083199,0.3894997784,2.1106148964,0.1524921332,0.8077241404,0,0.280520534,0,0.4228379221,0.0363991513,0.093689778,0.0972368969,0.7625860469,2.0178747462,2.6772115088
2116,Sphingobium,1.6340316153,0.562610791,0.383748163,0.6099685328,0.9872183939,0.9337920285,0.6812641538,1.5437327922,0.9994350886,0.5459872701,0.3747591119,0.3403291391,0.2905089704,0.1235433518,0.3346514387
2117,Sphingomonas,4.816093182,12.1610486386,9.4657880211,10.3694650575,11.173517277,6.4120385957,8.3354672944,13.4111786314,16.1831604729,16.8892062222,4.1691951205,4.813226395,3.5224212649,5.0652774244,7.920084049
2118,Sphingopyxis,0.258004992,1.4281658544,1.5349926519,1.8299055982,2.2885517309,0.6847808209,1.0419334116,1.4794105925,1.4991526329,1.3103694484,0.4216040009,0.6806582782,0.6899588044,0.5765356417,0.9667708228
2119,Sphingorhabdus,0,0.0865555064,0.1279160543,0.2033228443,0,0.2490112076,0.080148724,0.2251276989,0.0768796222,0.2911932108,0.046844889,0,0,0,0.0743669864
2120,Spiribacter,0.1720033279,0.2163887658,0.6395802717,0.2033228442,0.2692413801,0,0.160297448,0.1929665991,0,0.1455966053,0,0,0.1089408639,0.1647244691,0.5577523977
2121,Spirillospora,21.6724193182,14.3249362953,6.8435089063,2.9481812417,0.4936091971,28.3872776688,27.5310866846,49.6245770495,20.6806183706,14.1592698735,23.8440484929,24.7467902582,6.2096292396,6.959608819,1.3014222616
2122,Spirochaeta,2.0640399351,2.9861649681,2.9420692494,0.7624606661,1.4359540275,0.3735168114,0.9617846877,1.1256384941,1.921990555,1.7471592644,1.3116568917,1.8961194894,2.6145807325,2.1825992154,3.049046441
2123,Spiroplasma,0.5160099839,0.6924440507,0.8954123803,0.6607992439,0.9423448308,0.1245056038,0.360669258,0.5467386972,1.3838331996,1.2011719941,0.281069334,0.4375660359,0.1815681065,0.4941734071,0.7436698635
2124,Spirosoma,0,0.3462220253,0.3837481629,0.0508307111,0.2692413802,0,0.4007436199,0.2251276989,0.4997175443,0.218394908,0.8900528908,0,0.0726272426,0.0823622345,0.1487339728
2125,Spirulina,0,0.0432777532,0.383748163,0.2541535553,0.3141149436,0,0.040074362,0,0.0384398111,0.0727983027,0,0.0972368969,0.0363136213,0.45299229,0.4833854113
2126,Spizellomyces,0,0,0.1279160543,0,0,0.0622528019,0,0.0321610998,0.0768796222,0.109197454,0.046844889,0,0,0.1235433518,0.0371834932
2127,Spongiibacter,0.086001664,0.1298332595,0.4477061902,0.3049842664,0.3141149436,0.0622528019,0.040074362,0.0321610998,0,0.0363991513,0.093689778,0,0.3994498341,0.2470867036,0.7064863704
2128,Sporanaerobacter,0.086001664,0.3894997784,0.1918740816,0.0508307111,0.5384827603,0.1245056038,0.2805205339,0.385933198,0.3459582999,0.2911932108,0.093689778,0.1458553453,0,0.0823622345,0.2974679454
2129,Sporichthya,17.1143311281,22.5044316424,10.1693263187,23.7887727769,11.756873599,25.7104071866,17.9132398084,37.6928090098,17.1441557501,12.630505516,34.5246831813,37.8251528897,15.3243481817,18.2844160684,7.3251481565
2130,Sporidiobolus,0,0,0.1918740815,0,0,0,0,0.0643221997,0,0,0,0,0,0,0
2131,Sporisorium,0,0,0,0,0,0,0.080148724,0,0,0.109197454,0,0,0,0,0
2132,Sporobacter,0,0.0865555063,0.1279160543,0,0.1346206901,0,0,0.0643221997,0.0768796222,0.1819957566,0,0.0972368969,0.0726272426,0.0411811173,0.0743669864
2133,Sporocytophaga,0,0.0865555064,0.0639580272,0,0,0,0,0.0643221996,0,0.0727983027,0,0,0,0,0
2134,Sporolactobacillus,0.2580049919,0.9088328163,1.0233284348,0.5591378216,0.4487356336,0.0622528019,0.360669258,0.804027496,0.4228379221,0.4731889675,0.234224445,0.1944737937,0.3631362128,0.8236223453,1.1526882885
2135,Sporolituus,0,0.0432777532,0,0,0.0897471267,0,0,0,0.2306388666,0.0363991513,0,0,0.3631362129,0.0411811173,0.3718349318
2136,Sporomusa,1.4620282874,1.9474988923,3.3897754396,4.5747639957,3.0065287449,2.552364878,3.8070643888,5.7246757712,4.3821384652,2.6571380478,1.9206404485,1.2640796594,7.0085289075,10.8306338422,24.2436375515
2137,Sporosarcina,0.172003328,0.3462220254,0.3197901358,0.1016614222,0.3141149435,0.1867584057,0.3205948959,0.6110608969,0.9225554664,0.5095881188,0.187379556,0.5834213813,0.2905089703,0.4941734071,1.1155047955
2138,Sporothrix,2.150041599,3.2458314868,10.5530744816,6.0488546163,0.8525977037,2.9258816895,0.080148724,0.6110608969,0.7303564109,0.1455966053,1.7332608924,3.1601991489,0.8715269108,0.6177167591,0.7808533567
2139,Spraguea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2140,Ssp2virus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2141,Stachybotrys,0.1720033279,0.1731110126,0.831454353,0.3558149774,0.2692413801,0.3735168114,0.160297448,0.192966599,0,0,0.7963631128,1.312698108,0.1089408639,0.2470867036,0.2602844522
2142,Stackebrandtia,1.4620282874,3.0294427211,1.982698842,2.0840591535,1.3462069007,0.622528019,0.6011154299,2.0583103895,1.2300739552,1.4559660537,2.1548648935,4.278423463,2.7235215961,5.0652774244,3.4580648659
2143,Stagonospora,0,0.0432777532,0.1918740815,0,0,0.0622528019,0,0.1286443994,0.1537592444,0,0.7963631128,1.3126981079,0.3631362128,0.0823622345,0.1487339728
2144,Stanieria,0.7740149756,0.2163887658,0.5756222444,0.1016614221,0.2243678168,0.1245056038,0.2805205339,0.4502553978,0.1921990555,0.0727983027,0,0.0972368969,0,0,0.1487339727
2145,Staphylococcus,0.6020116478,0.3894997784,0.8954123803,0.3558149774,0.4487356336,0.8092864247,1.6831232035,1.2542828937,1.4222730107,0.764382178,0.3747591119,0.4861844844,1.1257222598,1.4825202218,1.3386057546
2146,Staphylothermus,0.3440066558,0.1731110127,1.0872864618,0.9149527991,0.5833563237,0.2490112076,0.320594896,0.3216109984,0.2306388666,0.109197454,0.093689778,0.1944737937,0.4357634554,0.6588978764,0.4462019183
2147,Stappia,0.7740149756,0.8655550632,1.2152025161,1.5757520429,0.9423448305,0.1245056038,0.20037181,0.1608054992,0.4612777332,0.5459872699,0.3747591119,0.6320398297,0.3994498342,0.6177167591,1.3757892477
2148,Starkeya,0.2580049919,1.0819438291,1.0872864617,0.660799244,0.493609197,0.1245056038,0.120223086,0.3216109983,0.6919165998,0.5823864212,0.046844889,0.3889475874,0.5810179406,0.7000789937,0.8924038366
2149,Stemphylium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2150,Stenotrophomonas,2.5800499189,1.7743878795,4.4131038739,1.1691063544,1.9295632243,0.9960448304,2.8853540631,3.8271708808,2.3448284771,1.7471592645,0.7963631128,0.2917106906,0.8715269108,1.3589768699,0.9667708228
2151,Stenoxybacter,0,0.3462220253,0.0639580272,0,0,0,0,0,0,0.0363991513,0,0,0,0.0411811173,0.0743669864
2152,Stentor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2153,Stereum,0,0,0,0,0,0,0,0.0321610998,0,0,0,0,0,0,0.0743669864
2154,Steroidobacter,15.4802995138,57.862355974,183.4955799264,38.2246947195,125.3767360069,4.357696133,17.6727936382,27.1439682615,32.8275986792,31.3032701531,7.3078026828,22.4131047309,30.0313648017,48.3466316763,84.2949790341
2155,Sterolibacterium,0,0.0865555063,0.7035382988,0.2033228442,0.5833563236,0,0.040074362,0.0643221997,0,0.0363991513,0.140534667,0,0.1815681064,0.1235433518,0.0371834932
2156,Stigmatella,0.8600166396,0.9953883226,1.8547827878,2.1348898647,2.2436781679,0.5602752171,0.8415616019,0.9005107954,1.2300739552,1.9291550211,0.6089835568,0.4375660359,2.1061900345,1.2766146353,2.1566426045
2157,Stomatobaculum,0.1720033279,0,0.0639580272,0.2033228443,0,0,0.080148724,0,0.1537592444,0,0.046844889,0.0486184484,0.2178817277,0.0823622345,0.1115504795
2158,Streptacidiphilus,8.2561597406,19.6480999344,53.7887008426,136.8362741778,20.462344889,15.1896836643,12.0223085968,55.0598029224,26.1006317361,28.4277372008,13.3039484726,16.433035574,13.7628624668,15.3193756249,9.1099558294
2159,Streptoalloteichus,0.2580049919,0.5193330379,0.9593704074,1.5757520429,1.1218390838,1.3695616418,0.4007436199,1.0291551949,0.384398111,0.5095881188,0.046844889,0.1458553453,0.508390698,0.4941734073,1.7476241794
2160,Streptobacillus,0,0.0432777532,0.1918740815,0.1016614221,0.0448735634,0,0.040074362,0.0321610998,0.0384398111,0.109197454,0,0.0972368969,0.5447043193,0.4941734073,0.1487339728
2161,Streptococcus,1.5480299514,0.9953883227,1.0872864617,1.626582754,1.6603218442,1.245056038,3.125800235,5.5317091718,1.8066711217,1.5287643563,0.234224445,0.875132072,0.7625860472,1.6884258081,1.6732571932
2162,Streptomonospora,7.3961431006,2.5966651896,1.4710346246,1.6265827541,0.0448735634,2.8636288877,4.1276592847,7.4292140624,2.4601479103,1.8199575671,9.3689777967,14.6341529818,3.1592850516,4.0357494926,0.6693028774
2163,Streptomyces,113.2641914385,109.5359932464,127.7881382703,219.7411639227,81.2660232362,173.4363061045,73.4162311632,159.647699593,86.9508527063,93.2546257401,235.2550324836,276.7848269934,156.0396306559,160.6475384765,86.5631721245
2164,Streptosporangium,8.7721697241,7.4004957901,3.7735236026,3.4564883524,1.0320919573,14.5671556456,7.8545749495,15.2765224227,5.9197309092,5.1322803395,13.7255524727,14.4396791874,5.338102329,6.836065467,2.1938260981
2165,Strigomonas,0,0.2163887658,0,0,0.0448735634,0,0,0,0,0.0363991513,0,0.0486184484,0.0363136213,0.0411811173,0
2166,Stylonychia,0,0.0432777532,0,0.1016614221,0.0897471267,0,0,0,0,0.0363991513,0,0.0486184484,0,0.0823622345,0.0371834932
2167,Subdoligranulum,0,0.2163887658,0.1279160543,0.1016614221,0.0897471268,0.1245056038,0.240446172,0.2894498986,0.3459582999,0.2911932106,0,0.340329139,0.3268225915,0.4529922899,0.5577523978
2168,Succinatimonas,0,0.3894997784,0.2558321086,0.0508307111,0.2243678168,0,0,0.1608054992,0.1537592444,0.1455966053,0.093689778,0,0.0726272426,0.0411811173,0.1487339727
2169,Succiniclasticum,0,0.1731110127,0.383748163,0.3049842664,0.2692413802,0.0622528019,0.040074362,0.385933198,0.1537592444,0.2911932107,0.046844889,0,0.0726272426,0.3706300555,0.1115504796
2170,Succinimonas,0,0.0432777532,0.3197901358,0.3049842664,1.660321844,0,0,0,0.0384398111,0.2183949081,0,0,0,0,0.0371834932
2171,Succinispira,0.6020116478,0.9521105695,0.5116642173,0.7624606659,0.5384827602,0.2490112076,0.7213385158,0.4824164976,0.768796222,1.2011719944,0.093689778,0.437566036,1.0530950172,0.7000789936,2.0450921247
2172,Succinivibrio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2173,Sugiyamaella,0,0,0,0,0,0,0,0.0643221997,0,0,0,0,0,0,0
2174,Suillus,0,0.1298332595,0.0639580272,0,0,0,0,0,0.0768796222,0,0,0,0,0,0
2175,Sulfitobacter,0.3440066559,0.2163887659,0.2558321087,0.5083071106,0.1346206901,0.3735168114,0.240446172,0.5467386972,0.0768796222,0.1819957566,0.234224445,0.0486184484,0,0.2882678208,0.185917466
2176,Sulfobacillus,3.2680632307,4.1979420567,7.8668373407,3.9647954629,3.0065287448,1.9298368589,4.4482541807,7.3970529623,7.6879622197,5.4234735502,0.9837426689,1.0209874173,1.7430538218,3.6651194372,1.8963581524
2177,Sulfolobus,0,0.0865555063,0.6395802717,0.7116299548,0.6731034503,0,0.160297448,0.1286443994,0.384398111,0.5095881187,0,0.0486184484,0.254195349,0.3294489381,0.3718349319
2178,Sulfuricaulis,0,0.4327775316,1.1512444889,1.1182756433,0.5384827603,0,0.1602974479,0.1608054992,0.1153194333,0.4731889674,0.327914223,0,0.2905089703,0.4941734073,0.409018425
2179,Sulfuricella,0.8600166397,1.0819438289,1.4070765975,0.1016614222,1.0769655205,0.0622528019,0.2805205339,0.1929665989,0.2306388666,0.109197454,0.2810693339,0.1458553453,0.6536451832,0.9471656971,3.123413427
2180,Sulfuricurvum,0,0.6924440506,0.8314543531,0.6099685327,0.5384827603,0,0.080148724,0.0643221996,0.1921990555,0.3639915134,0.093689778,0,0.1452544851,0.0823622345,0.1859174659
2181,Sulfurifustis,1.7200332792,3.8949977845,2.0466568692,1.524921332,1.5705747175,0.3112640095,1.282379584,1.157799594,1.6144720662,1.4195669023,0.9837426688,1.2640796593,1.4525448515,2.26496145,1.9335416454
2182,Sulfurihydrogenibium,0.6020116479,0.259666519,0.5756222444,0.1524921332,0.4487356337,0.0622528019,0.280520534,0.192966599,0.768796222,0.6915838755,0.140534667,0.0972368968,0.1815681064,0.0411811173,0.4833854112
2183,Sulfurimonas,0,0.0432777532,0,0,0.0448735634,0,0,0,0.0384398111,0.1455966053,0,0,0.0726272426,0,0.0371834932
2184,Sulfuritalea,0,0.3029442722,0.3197901358,0,0.5833563236,0.3112640095,0.1602974479,0.1286443994,0.1153194333,0.3639915135,0.046844889,0.0972368968,0,0,0.3346514386
2185,Sulfurivirga,0,0.1731110127,0,0.1016614222,0.0448735634,0,0.040074362,0,0.0384398111,0,0,0.0972368969,0.0726272426,0.0411811173,0.3718349319
2186,Sulfurospirillum,0,0.3029442722,0.1918740815,0.2033228443,0.1346206902,0,0.320594896,0.2251276987,0.3075184888,0.2183949081,0,0.0972368969,0.0726272426,0.0823622345,0.2974679455
2187,Sulfurovum,0.172003328,0.82227731,1.2791605432,0.3049842663,0.7179770137,0,0.080148724,0.1608054991,0.3459582999,0.3639915135,0.2810693339,0.3889475875,0.3994498341,0.2882678208,0.7808533568
2188,Sunxiuqinia,0.1720033279,0.0865555064,0,0,0,0,0,0.0643221997,0,0.0363991513,0,0,0.0363136213,0.0823622345,0
2189,Sutterella,0.4300083199,2.46683193,2.3664470051,2.6431969753,1.0769655206,0.2490112076,0.7614128778,1.189960694,1.2300739552,0.6551847241,0.6558284457,1.2154612111,0.7625860469,0.8648034627,3.1234134271
2190,Suttonella,0,0.2596665189,0.2558321087,0.2033228442,0.3141149435,0.1245056038,0.080148724,0.1286443994,0.0768796222,0.2183949081,0,0,0.0726272426,0.0823622345,0.0743669864
2191,Symbiobacterium,0.5160099839,1.1252215821,1.1512444889,2.2365512866,1.4808275909,0.3735168114,0.9217103258,2.765854586,1.6144720662,1.6015626591,0.374759112,0.2430922421,0.3994498342,0.5765356418,1.5988902068
2192,Symbiodinium,0.086001664,0.0432777532,0.1918740815,0,0,0,0,0,0,0,0.093689778,0.0486184484,0,0,0
2193,Syncephalastrum,0,0,0,0.0508307111,0.0448735634,0,0,0.0643221997,0.0384398111,0.0363991513,0,0,0,0.0411811173,0
2194,Synechococcus,3.0960599026,6.6647739867,4.8608100643,4.6764254177,3.8142528855,1.1205504342,5.3699645065,6.8181531653,6.4963280756,4.1131041015,1.5927262257,1.7988825924,2.5419534899,3.0474026781,6.3211938404
2195,Synechocystis,0,0,0.1918740815,0.0508307111,0.0897471267,0,0,0,0.0384398111,0.0727983027,0,0,0.0363136213,0,0
2196,Synergistes,0.6020116478,0.6924440506,0.7674963259,0.8132913769,0.1346206902,0.3735168114,0.4808923438,1.3507661932,0.3459582999,0.436789816,0.2810693339,0.1944737938,0.2905089703,0.0411811173,0.0743669864
2197,Syntrophaceticus,0.6020116477,1.7311101263,1.0872864618,1.3215984877,1.2564597741,0.4980224152,0.9617846877,1.2864439932,2.3832682881,1.3467685998,0.046844889,0.2430922421,0.3268225917,0.6588978762,0.780853357
2198,Syntrophobacter,1.7200332792,1.8176656326,1.4710346246,1.1691063545,0.8077241404,0.3735168114,1.0419334117,1.2864439935,0.8841156553,1.1283736917,0.421604001,0.875132072,0.762586047,0.8648034625,1.3757892478
2199,Syntrophobotulus,1.3760266234,7.5303290494,4.3491458471,2.6940276862,2.8719080548,0.9960448304,3.406320769,4.2452651785,8.7642769306,6.2242548799,0.281069334,0.8751320719,1.6704265793,3.2533082644,2.8259454816
2200,Syntrophomonas,4.2140815342,4.8471083538,3.7095655755,7.0146381266,3.6796321949,1.1828032362,1.9636437374,2.9588211849,4.2668190319,2.839133805,2.1548648934,2.6740146644,4.0671255839,3.4592138508,3.2349639065
2201,Syntrophorhabdus,0.3440066559,0.2596665191,0.0639580272,0.1524921332,0,0.1245056038,0,0.4502553977,0.4228379221,0.327592362,0,0,0.1815681064,0.0411811173,0.0743669864
2202,Syntrophothermus,0.1720033279,0.8655550632,1.598950679,1.1691063545,0.7628505773,0,0.761412878,0.6110608969,1.1916341441,0.7279830267,0.2342244449,0.1458553453,0.1089408639,0.2470867035,0.81803685
2203,Syntrophus,0,0.82227731,1.0872864617,0.5083071106,0.2243678168,1.5563200476,1.5629001176,2.5728879869,1.1916341441,1.4559660538,0.4684488898,0.5348029329,0.9441541534,0.4118111726,1.2642387683
2204,Synura,0,0,0,0,0,0,0.040074362,0.0321610998,0,0.1819957567,0,0,0,0,0
2205,Talaromyces,0.6020116477,2.5101096832,7.2272570692,6.0996853274,0.4936091969,1.1828032362,0.6011154298,0.8683496956,0.2690786777,0.1455966053,5.6682315672,10.5502033125,2.0698764132,2.3061425672,0.6693028772
2206,Tamlana,0,0,0,0,0,0,0,0,0,0.0363991513,0,0,0,0,0
2207,Tangfeifania,0,0.0432777532,0.0639580272,0,0,0,0,0.0964832995,0,0,0,0,0,0,0.0371834932
2208,Tannerella,0,0,0,0,0,0,0.120223086,0.1286443993,0,0,0,0.0972368969,0,0,0.0743669864
2209,Tanticharoenia,0.5160099838,0.0432777532,0.1279160543,0.1524921332,0.1346206901,0.1867584057,0.360669258,0.3537720982,0.4612777332,0.2547940594,0,0.0486184484,0.1089408639,0.1647244691,0.2974679454
2210,Tardiphaga,0.9460183036,3.1159982275,1.6629087064,0.8132913771,2.5129195478,0.4357696133,1.0018590498,1.0291551945,0.9994350886,1.0191762375,0.7963631127,0.6320398297,0.7988996684,1.4413391044,2.8259454817
2211,Tateyamaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2212,Tatlockia,0.1720033279,1.0386660758,0,0.0508307111,0.2243678168,0,0.2805205339,0.1608054992,0.4228379221,0.1455966053,0,0,0.1815681064,0.1235433518,0.3718349318
2213,Tatumella,0.4300083198,0.1298332595,0.0639580272,0,0,0,0,0.0964832995,0.1537592444,0.0363991513,0,0.1458553453,0.0363136213,0.0823622345,0
2214,Taylorella,0,0,0.3197901358,0,0.1794942535,0.0622528019,0.080148724,0,0.0768796222,0.1455966054,0,0.0972368969,0,0,0.1487339728
2215,Teichospora,0.2580049919,0.9953883226,1.4070765975,0.5591378217,0,0.8715392266,0.280520534,0.2251276989,0.0384398111,0.0727983026,1.2179671137,2.7712515614,1.4888584726,0.6588978764,0
2216,Teleaulax,0,0.0432777532,0,0,0,0,0,0.0643221997,0,0,0,0,0,0.0823622345,0
2217,Tenacibaculum,0.1720033279,0.1298332595,0.1918740815,0.1524921332,0.0448735634,0.0622528019,0.4007436199,0.1608054991,0.1153194333,0.109197454,0,0.0486184484,0,0.0411811173,0.1487339728
2218,Tenuibacillus,1.3760266233,0.7357218036,0.9593704075,0.1016614221,0.0897471267,0,0,0.0643221997,0.0384398111,0.0363991513,0,0,0.0726272426,0,0.1115504795
2219,Tepidanaerobacter,0.6880133118,4.1979420567,3.5816495211,7.9295909256,5.4745747294,0.8092864247,3.4463951312,2.5085657872,4.651217143,3.5307176802,0.234224445,1.7988825922,5.4107295714,6.5066165288,8.998405349
2220,Tepidibacillus,0.3440066558,0.4760552848,0.5756222444,0.5083071106,0.1346206901,0.0622528019,0.120223086,0.0643221997,0.3075184888,0.3275923621,0.046844889,0.1944737938,0.2178817277,0.1647244691,1.1526882885
2221,Tepidibacter,2.236043263,5.4097191448,3.5176914939,4.3206104403,1.8846896608,0.2490112076,1.6430488414,1.4150883927,2.690786777,1.8927558698,0.421604001,1.312698108,4.2850073114,4.7770096035,4.4992026745
2222,Tepidicaulis,0.6020116478,1.6445546201,1.8547827877,1.7282441762,2.0193103511,0.1867584057,0.5209667059,1.157799594,1.3453933885,1.1283736917,0.234224445,1.9933563863,3.2682259155,2.1002369808,2.2310095907
2223,Tepidimicrobium,0.5160099838,0.2163887658,0.4477061901,0.3049842663,0.0897471267,0,0.080148724,0.0964832995,0,0.0727983026,0,0,0.1089408638,0,0.1859174659
2224,Tepidimonas,0,0.3462220253,0.3197901359,0.2033228442,0.3589885069,0.1245056038,0.160297448,0.0964832994,0.1537592444,0.2183949079,0.234224445,0.2917106906,0.1089408639,0.2470867036,0.9667708229
2225,Tepidiphilus,2.5800499188,2.423554177,3.581649521,0.9657835101,2.0641839143,0.1867584057,1.6029744795,0.9005107956,0.9609952775,0.8371804809,0.3279142229,0.1458553453,0.9804677747,1.6060635737,2.9746794543
2226,Terasakiella,0.086001664,0.1298332595,0.0639580272,0,0.0448735634,0.1245056038,0.4808923438,1.1899606939,0.6919165998,0.2911932107,0.093689778,0.3403291391,0.2178817277,0.5353545245,0.2231009591
2227,Terasakiispira,0,0.0432777532,0,0.2033228442,0.3141149435,0.0622528019,0.120223086,0.0964832995,0.0768796222,0.0363991513,0,0,0,0,0.0371834932
2228,Teredinibacter,0.4300083198,0.1731110127,0.1279160543,0.0508307111,0,0,0.040074362,0.1608054992,0,0.109197454,0.046844889,0,0.0363136213,0,0
2229,Termitomyces,0,0.1298332595,0.1279160543,0.2033228442,0.1794942534,0,0.080148724,0.0321610998,0,0.0727983027,0,0.0486184484,0,0,0
2230,Terrabacter,0.6020116477,1.9474988921,1.0233284345,0.7116299549,2.1539310409,0.3112640095,0.3606692579,0.996994095,0.9225554664,1.4559660538,0.5152937788,1.6044087987,0.6899588043,0.617716759,0.5949358909
2231,Terracidiphilus,7.4821447654,16.8350459788,13.7509758404,9.6578351015,5.1155862232,6.5987970014,22.3214196273,25.2464633731,13.5692533183,9.3181827431,4.2628848981,10.4043479664,2.5419534903,4.2004739616,5.4659734983
2232,Terracoccus,0,0.0432777532,0,0,0,0,0,0.0321610998,0,0.0727983026,0,0.0486184484,0,0,0
2233,Terribacillus,0,0.3462220252,0,0,0.0448735634,0,0,0.0964832995,0,0,0,0,0,0,0
2234,Terriglobus,7.0521364455,24.7115970549,29.228818413,14.0801069646,14.3595402747,6.847808209,17.0716782074,27.5620625602,19.8349425275,12.5213080609,5.1997826781,6.2231614002,4.539202661,6.1771675903,7.5482491168
2235,Terrimicrobium,2.0640399351,3.4189424995,4.796852037,0.711629955,0.4487356336,1.4940672456,3.8471387512,4.2131040788,4.228379221,3.2395244695,1.2648120027,5.6397400194,3.9944983415,3.541576085,1.7104406864
2236,Terrimonas,0,0.6058885442,0.1279160543,0.0508307111,0,0,0,0,0,0,0,0,0,0,0
2237,Terrisporobacter,4.9020948457,4.8903861068,9.4657880198,4.7272561288,0,0,0.6812641537,0.5788997971,0.6534767887,0.5459872702,0,0,0,0.0411811173,0.0371834932
2238,Tersicoccus,0.4300083198,1.2550548416,0.7674963259,11.3860792778,0.3141149435,0.1867584057,0.4007436199,0.2572887987,0.5765971665,0.5823864215,0.140534667,0.437566036,0.4357634554,0.2059055864,0.2231009591
2239,Tessaracoccus,0.43000832,0.9953883229,1.982698842,1.524921332,1.750068971,0.2490112076,0.7213385158,1.189960694,0.8072360331,1.2739702968,0.9837426688,1.0209874173,1.4888584727,1.111890166,2.1566426046
2240,Tetragenococcus,3.1820615666,0.3894997784,0.3837481629,0.1016614221,0,0.1245056038,0.4808923439,0.4824164977,0.2690786777,0.436789816,0.234224445,0.3889475876,0.3631362128,0.3294489382,0.2231009592
2241,Tetrahymena,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823622345,0
2242,Tetrapisispora,0,0,0.5756222444,1.0166142212,0.1794942534,0,0.080148724,0,0.1921990555,0.1819957567,0.093689778,0.0486184484,0,0.1647244691,0.0743669864
2243,Tetrasphaera,3.6980715503,6.4051074675,3.8374816297,21.399729357,2.7821609282,10.5829763237,6.1714517463,7.8473083601,6.0734901537,6.2242548797,5.5745417897,8.556846926,10.6762046571,5.7241753008,5.7262579496
2244,Thalassiosira,0.086001664,0.1298332595,0.1918740815,0.6099685328,0.1794942534,0.0622528019,0.240446172,0.385933198,0.5765971665,0.2547940594,0,0,0.1089408638,0.1235433518,0.2974679455
2245,Thalassobacillus,0.2580049919,0,0.2558321088,0.1016614221,0,0,0,0,0.1153194333,0.1819957567,0,0,0,0.0823622345,0.3718349319
2246,Thalassobacter,0.1720033279,0,0,0,0,0,0,0,0.1153194333,0.0363991513,0,0,0,0.0411811173,0
2247,Thalassobaculum,0.4300083199,1.4281658543,1.5349926518,0.9149527992,0.852597704,0.3112640095,0.320594896,0.4824164975,0.6150369776,0.8007813294,0.187379556,0.2917106905,0.8352132896,0.6588978763,1.0411378092
2248,Thalassobium,0,0,0,0.1016614221,0,0,0,0.0643221997,0,0,0,0,0,0,0.0743669864
2249,Thalassobius,0,0.0865555064,0,0.5083071106,0.4487356335,0.0622528019,0,0.0643221996,0.0384398111,0.109197454,0.093689778,0.2430922422,0.1815681064,0.0823622345,0.6693028774
2250,Thalassolituus,0.1720033279,0,0,0,0.0448735634,0,0,0,0.0384398111,0,0.093689778,0,0.0726272426,0,0.409018425
2251,Thalassomonas,0,0.0432777532,0,0,0,0.0622528019,0,0.0964832995,0,0,0,0,0,0,0
