,Group.1,G11.1.rna,G11.2.rna,G11.3.rna,G11.4.rna,G11.5.rna,G1.1.rna,G1.2.rna,G1.3.rna,G1.4.rna,G1.5.rna,V10A.1.rna,V10A.2.rna,V10A.3.rna,V10A.4.rna,V10A.5.rna
156,Anaerofustis,0,0.2163887659,0.383748163,0.1524921332,0.358988507,0,0.080148724,0.3216109984,0.0768796222,0.5459872701,0.281069334,0.0486184484,0.0726272426,0.1647244691,0.1487339728
157,Anaeroglobus,0.086001664,0.6491662974,0.0639580272,0.2033228442,0.1346206902,0,0.4408179819,0.3537720982,0.5381573554,0.4003906648,0.046844889,0.4861844844,0.4357634555,0.5765356418,0.9667708227
158,Anaerolinea,2.3220449272,2.7264984494,1.5989506791,2.6940276864,1.4359540274,0.3112640095,1.3224539459,2.5407268869,2.1910692327,1.3831677509,1.6864160036,1.5071719016,2.9050897028,3.7474816717,3.6811658251
159,Anaeromassilibacillus,0,0,0.1279160543,0.2541535553,0,0.2490112076,0.2404461719,0.5788997971,0.3459582999,0.109197454,0,0,0,0.0823622345,0.0743669864
160,Anaeromusa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Anaeromyces,0,0,0,0,0,0,0,0.0964832995,0,0,0,0,0,0,0
162,Anaeromyxobacter,1.8060349433,4.1546643037,4.0933137385,2.8465198196,7.7631264609,2.3033536704,1.5228257558,4.2774262781,4.2668190321,4.2587007068,2.2953995606,2.8684884581,3.3771667798,4.7358284861,6.4327443203
163,Anaerophaga,0,0,0,0,0,0,0.040074362,0.0643221997,0,0,0,0,0,0,0
164,Anaerorhabdus,0,0.0432777532,0.2558321087,0.0508307111,0.2243678169,0,0.080148724,0.0321610998,0,0,0,0,0.0363136213,0,0.1487339727
165,Anaerosalibacter,0.8600166396,1.0386660759,0.4477061902,0.9657835102,0.493609197,0.1867584057,1.1220821358,1.7045382916,1.0378748997,0.6551847241,0.093689778,0.437566036,0.3268225917,0.5353545245,0.4833854114
166,Anaerosphaera,0.086001664,0.3462220254,0.2558321086,0.9149527991,1.0320919571,0.1867584057,0.3606692579,0.2251276987,0.6919165998,0.8007813296,0,0.0972368969,0.7262724257,0.2470867036,0.409018425
167,Anaerosporobacter,0,0,0,0,0,0,0,0,0.0384398111,0,0,0,0.0363136213,0.2059055864,0.1859174659
168,Anaerosporomusa,0.6880133118,1.0386660757,2.3024889777,1.4740906208,1.8398160976,0.0622528019,1.0820077738,0.9326718953,2.306388666,1.492365205,0.093689778,0.2917106907,0.6173315619,0.8236223453,1.3386057546
169,Anaerostipes,0.1720033279,1.9907766452,0.6395802716,4.2189490181,2.1090574775,0,0.3205948959,0.0643221997,0.1153194333,0.2547940594,0.046844889,0.3889475876,0.5810179405,0.5353545245,0.3718349318
170,Anaerotruncus,0.258004992,0.7357218037,0.767496326,1.3724291988,0.8974712672,0.1867584057,0.3205948959,1.0291551948,1.2300739552,0.946377935,0.093689778,0.5348029329,0.4357634554,1.0295279319,1.1526882887
171,Anaerovibrio,1.2040232954,2.3369986707,1.5989506791,0.6607992438,1.0769655207,0.5602752171,1.6430488416,3.2804321832,1.6144720662,0.9463779348,0.421604001,0.6320398297,0.3631362128,1.9766936291,0.8924038364
172,Anaerovorax,0.4300083198,5.9290521826,3.9653976839,6.9129767044,4.3078620816,0.3112640095,1.5629001174,2.2512769886,3.6902218654,1.8199575673,0.5152937788,0.5348029329,3.1592850517,3.8710250235,4.3876521948
173,Anaplasma,0,0,0,0,0,0,0,0.1608054992,0,0.2183949081,0,0,0,0.2059055863,0.0743669864
174,Ancylobacter,0.6020116478,1.4281658545,2.1745729234,0.9657835103,0.8974712672,0.1867584057,0.761412878,0.7397052961,1.0378748997,1.0191762375,0.281069334,0.4375660358,0.7988996684,0.7000789935,1.1526882889
175,Anditalea,0.086001664,0.2163887658,0.1279160544,0,0,0.0622528019,0.3606692579,0.3859331981,0.4997175443,0.2911932108,0,0,0,0,0
176,Andreprevotia,0,0.5626107912,0.7674963259,0.8641220881,1.7051954075,0.0622528019,0.120223086,0.1608054992,0.384398111,0.5095881187,0,0,0.2905089704,0.1235433518,1.4873397271
177,Aneurinibacillus,1.9780382712,4.673997341,3.0699853039,3.8123033295,1.9744367875,0.2490112076,1.6831232036,2.2191158886,3.0367450768,2.8391338049,0.7495182239,0.9723689688,1.5614857152,2.8414970917,2.4912940431
178,Angelakisella,0,0.0865555063,0,0,0,0,0,0.0643221997,0.0768796222,0.0363991513,0,0,0,0.0823622345,0.0371834932
179,Angomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,Angustibacter,4.1280798701,2.2504431642,0.7035382988,2.38904342,0.9423448305,12.9485827962,4.1677336466,11.4815126419,2.306388666,2.0747516267,10.8211693551,6.5148720915,3.3045395367,2.759134857,1.4129727409
181,Anncaliia,0.1720033279,0.1298332595,0,0,0,0,0,0,0,0,0,0,0,0,0
182,Anoxybacillus,0.086001664,0.82227731,0.4477061902,0.6099685327,1.2564597739,0,0.4808923439,0.3537720983,0.9994350886,0.4003906647,0,0.1944737937,0.3631362129,0.6177167591,0.81803685
183,Anthracocystis,0,0.1731110126,0.0639580272,0,0.0448735634,0.0622528019,0,0.0643221996,0.0768796222,0.0363991513,0,0,0,0,0.0743669864
184,Aphanomyces,0.9460183036,1.5147213605,1.8547827878,2.0840591536,2.1539310409,0.1245056038,0.4808923438,0.9969940948,0.8072360331,0.6551847242,0.140534667,0.1944737937,0.2905089703,0.2882678209,0.6693028773
185,Apibacter,0,0,0.0639580272,0,0,0,0,0,0,0.0727983027,0,0,0,0,0
186,Apophlaea,0.1720033279,0.0865555063,0.2558321086,0,0.0897471267,0,0.040074362,0.0964832995,0.0768796222,0.0727983027,0,0,0,0.1235433518,0.0371834932
187,Aquabacterium,0.6880133118,4.4576085753,6.5237187705,1.3215984876,2.3782988576,0.1867584057,0.8014872397,0.996994095,1.3838331995,2.1111507781,0.187379556,0.1458553453,0.254195349,0.9883468145,1.7848076725
188,Aquamicrobium,0.2580049919,0.3029442721,0.2558321086,0.1016614221,0.0897471267,0,0,0.0964832995,0.2306388666,0.1819957567,0.2810693339,0,0,0,0.1115504795
189,Aquaspirillum,0.6880133117,2.3369986708,1.7908247606,0.1524921332,1.9295632246,0.4357696133,0.641189792,1.1577995941,0.8841156553,1.5651635074,0.8432080018,0.4375660359,0.8352132897,1.4825202216,2.6400280157
190,Aquibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,Aquifex,0,0.0865555063,0,0.0508307111,0,0,0,0.0643221997,0.1537592444,0.0727983027,0.093689778,0,0,0,0.0743669864
192,Aquimarina,0.1720033279,0,0,0,0,0,0.3606692579,0.0964832995,0.3459582999,0,0.093689778,0,0,0.1235433518,0
193,Aquimixticola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1115504796
194,Aquimonas,0.086001664,0.1298332595,0.1918740815,0.1524921332,0.1794942534,0.1867584057,0.2003718099,0.4502553977,0.6534767887,0.6187855729,0.093689778,0,0.1452544852,0.0411811173,0.0371834932
195,Aquincola,0.5160099838,1.1684993352,2.8781112223,1.575752043,2.6475402379,0.0622528019,0.2805205339,0.6753830965,0.8841156553,1.055575389,0.187379556,0.3889475875,0.3994498342,0.3706300554,3.941450277
196,Aquisalimonas,0,0.0865555064,0.1918740815,0.0508307111,0,0,0.160297448,0.0321610998,0.0384398111,0.1455966053,0,0.0972368969,0.1815681064,0.1647244691,0.1487339728
197,Aquitalea,0,0,0.1279160543,0,0.1794942534,0,0,0.0321610998,0,0,0,0.0972368969,0,0.0823622345,0.2231009591
198,Arachidicoccus,0.172003328,0.7357218037,0.5756222446,0.864122088,0.2243678168,0.3735168114,0.6411897919,0.4824164975,0.6534767887,0.4003906646,0.140534667,0.1458553453,0,0.1647244691,0.185917466
199,Arcanobacterium,0.1720033279,0.3894997784,0.3197901358,1.2199370654,0.4936091969,0.3735168114,0.5610410678,0.771866396,0.6919165998,0.3275923621,0.4216040009,0.2917106907,0.254195349,0.2882678209,0.4462019182
200,Archaeoglobus,0.6020116477,0.1298332595,0.7035382987,0.5591378217,0.2692413803,0,0.080148724,0.1608054991,0.2690786777,0.1455966054,0,0.0972368969,0.1452544852,0.0823622345,0.3346514387
201,Archangium,0.3440066559,2.2937209174,1.2152025161,1.0166142213,1.1667126475,0.5602752171,0.360669258,0.7397052962,1.1147545219,1.3467685996,1.6395711144,1.2640796596,0.5083906981,0.8236223453,1.0039543159
202,Arcobacter,0.086001664,0.1731110126,0.0639580272,0.5083071106,0,0,0.080148724,0,0.0768796222,0.109197454,0.046844889,0,0.1089408638,0.1235433518,0.0743669864
203,Arcticibacter,0.2580049919,0.0432777532,0,0.0508307111,0,0,0,0.1286443994,0,0,0.046844889,0.0972368969,0,0,0.1487339727
204,Ardenticatena,8.8581713881,12.896770441,9.7216201287,9.911988657,12.1607356686,2.9881344913,5.3699645065,8.490530357,8.149239953,5.8602633659,1.5927262257,1.750264144,3.7039893708,5.6006319488,7.1392306904
205,Arenibacter,0.1720033279,0.2163887658,0.3197901358,0.0508307111,0,0.2490112076,0.3205948959,0.2894498986,1.1531943329,0.2911932107,0,0,0.1452544851,0.0823622345,0.2231009591
206,Arenimonas,1.2040232955,2.2071654111,3.0060272767,1.1182756436,2.6475402379,0.5602752171,1.9636437375,1.9296659901,1.6144720662,1.2739702969,1.1242773358,0.6320398298,0.3994498343,0.7000789936,1.3014222613
207,Arhodomonas,0.7740149756,0.3894997785,0.4477061902,0.3558149774,0.3141149437,0,0.20037181,0.2251276989,0.1921990555,0.3639915135,0,0.0972368969,0.1452544852,0.8236223454,1.4873397271
208,Aromatoleum,0,0.0865555063,0.0639580272,0,0,0,0,0.1286443994,0,0,0,0,0,0,0
209,Arsenicibacter,0.1720033279,0.0865555063,0.0639580272,0,0.0448735634,0,0.040074362,0.0964832995,0.1153194333,0.109197454,0,0,0,0,0
210,Arsenicicoccus,1.7200332794,2.4668319301,1.982698842,2.8465198194,0.6282298871,2.1165952647,6.4920466419,8.6191747564,3.5364626211,2.547940594,1.6864160035,2.6253962161,1.7067402002,1.4413391044,1.3014222613
211,Arsenophonus,0,0.1731110127,0.4477061901,0,0.3141149435,0.0622528019,0.080148724,0.2572887987,0.0384398111,0.109197454,0.093689778,0,0.1452544852,0,0
212,Arsukibacterium,0.1720033279,0,0,0,0,0,0,0,0,0.0363991513,0,0,0,0.0823622345,0
213,Arthrobacter,112.1461698046,213.9219338585,178.8266439419,3338.7644253738,99.3500692617,18.8003461741,68.927902618,25.3107855728,78.1096961524,51.9779881199,23.000840493,44.9720648106,88.5326086883,58.6830921102,78.5687210855
214,Arthrobotrys,0,0,0.1279160543,0.0508307111,0,0,0,0,0,0.0363991513,0,0.0972368969,0,0,0
215,Arthrospira,0.086001664,0.3462220253,0.4477061901,0.2033228442,0.3141149435,0.0622528019,0.3205948959,0.0321610998,0.5765971665,0.0727983026,0,0.0972368969,0.0363136213,0.0823622345,0.2602844523
216,Asaccharospora,13.3302579138,3.9815532905,3.2618593852,0.6099685327,0.3141149435,2.0543424629,3.2059489589,2.2834380884,1.7682313106,0.6915838756,1.1242773357,1.4099350049,1.4888584726,2.1002369808,0.8552203432
217,Asaia,0.086001664,0.1298332595,0.0639580272,0.0508307111,0.1794942534,0.3112640095,0.080148724,0.0964832995,0.3459582999,0.4731889675,0.046844889,0,0,0.0823622345,0.0743669864
218,Asanoa,0.3440066559,0.3462220254,0.2558321087,0.813291377,0.628229887,0.2490112076,0.280520534,0.5467386973,0.3075184888,0.1455966053,0.6558284459,0.2430922422,0.254195349,0.4529922899,0.2974679455
219,Ascochyta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,Ascoidea,0,0,0,0,0,0,0.080148724,0,0,0,0,0,0,0,0
221,Ascosphaera,0.1720033279,0.6058885442,0.1918740815,0.3558149775,0,0.8092864247,0.080148724,0.2572887987,0.0384398111,0.0727983027,1.6864160035,4.1325681179,0.9078405322,1.0295279317,0.0743669864
222,Asinibacterium,0,0.2596665189,0.5756222444,0.0508307111,0.0897471267,0.1245056038,0,0.0964832995,0.1153194333,0.0727983027,0.046844889,0,0,0,0
223,Aspergillus,4.8160931818,16.6186572125,69.0746693342,10.5727879009,1.2564597739,5.9140161809,3.5265438549,2.9909822849,0.0768796222,1.0919745403,7.4014924598,13.7590209101,3.703989371,3.9945683753,9.1471393215
224,Asticcacaulis,0.2580049919,0.9953883227,1.8547827877,1.8807363094,0.8077241404,0.3735168114,0.6011154298,0.9326718952,1.2300739552,0.5823864215,0.2810693339,0.3403291391,0.1452544852,0.4118111726,0.7436698638
225,Athelia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Atopobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,Atopobium,2.0640399351,1.3416103479,0.4477061901,0.7116299549,0.628229887,0.1867584057,0.5610410678,0.611060897,1.3069535774,0.7279830269,0.4216040009,0.9723689687,0.3268225916,1.1118901664,0.4833854114
228,Atopococcus,0,0,0,0,0,0,0.040074362,0.0643221997,0,0,0,0,0,0,0
229,Atopostipes,0.086001664,0.0865555063,0,0,0,0.1245056038,0.20037181,0.4502553978,0,0.1455966054,0,0,0,0,0
230,Aurantimicrobium,0,0.2596665189,0.3197901358,0.0508307111,0,0,0.040074362,0.1286443993,0,0.218394908,0.093689778,0.0972368969,0.1452544851,0.2059055864,0.4833854113
231,Aurantimonas,0.9460183037,2.2071654112,1.982698842,2.0840591535,0.4936091971,0.4357696133,0.8014872398,2.4120824877,0.9609952775,1.09197454,0.7495182238,1.1182243141,0.9804677748,1.2766146354,1.5245232207
232,Auraticoccus,0.7740149756,0.5626107911,0.0639580272,1.3724291987,0.2243678168,0.3735168114,0.5610410678,1.3186050934,0.5765971665,0.5095881187,1.0774324467,1.7502641441,0.7625860469,0.9883468145,0.594935891
233,Aureimonas,0.172003328,1.0386660758,1.4070765976,1.4740906208,0.762850577,0.622528019,1.3625283077,2.4764046875,1.7297914995,1.1647728429,0.515293779,0.8265136234,1.670426579,1.5648824563,2.1194591115
234,Aureispira,0.5160099838,0.2596665189,0,0.1524921332,0.0897471268,0,0.3606692579,0.2894498985,0.0384398111,0.0727983027,0.1873795559,0.3889475876,0,0.0411811173,0
235,Aureobasidium,0,0.7357218037,1.7908247606,1.2199370655,0.2243678168,0.2490112076,0,0.3216109984,0.2690786777,0.0363991513,0.5152937789,1.4585534534,0.2905089703,0.164724469,0.1859174659
236,Aureococcus,0.086001664,0.4327775316,0.0639580272,0.3049842665,0.0448735634,0.0622528019,0.040074362,0.2894498985,0.3075184888,0.3275923621,0.046844889,0.3403291391,0.1089408639,0.2470867036,0.2602844523
237,Auricularia,0,0,0.0639580272,0,0,0,0,0,0,0,0,0,0,0.0823622345,0
238,Austwickia,0.1720033279,1.1684993352,0.6395802716,0.3558149775,0.628229887,0.1867584057,0.3606692579,0.7397052963,0.7303564109,0.7643821783,0.093689778,0.340329139,0.4720770766,0.6177167591,0.5577523977
239,Auxenochlorella,0,0.0432777532,0.2558321087,0.1524921332,0.0448735634,0,0.6011154298,0.3216109984,0.4228379221,0.218394908,0.046844889,0,0.1089408638,0,0.0743669864
240,Azoarcus,0,0.6924440506,1.4070765975,0.3049842664,1.9295632244,0,0.3205948959,0.2894498985,0.4228379221,0.5459872701,0.046844889,0.3403291391,0.6173315619,0.1647244691,2.3053765775
241,Azohydromonas,0.086001664,0.7357218037,2.8781112222,1.3724291988,2.512919548,0.1867584057,0.9217103259,0.8040274959,1.1147545219,1.9291550212,0.4684488899,0.4861844843,0.2178817277,0.6177167589,3.0118629477
242,Azonexus,0,0.1298332595,0.7674963259,0.1016614222,1.3910804639,0.0622528019,0,0.0643221997,0.0384398111,0.0727983027,0.1873795559,0.0486184484,0.2178817277,0.2882678209,1.0411378093
243,Azorhizobium,0.7740149759,1.4281658546,1.2152025163,0.6099685328,1.5257011543,0.1867584057,0.520966706,1.3829272929,0.6919165998,0.7279830265,0.5621386679,1.0209874172,1.6704265791,1.070709049,3.4580648658
244,Azospira,0.2580049919,0.2596665189,0.4477061901,0.1016614222,0.8077241405,0.0622528019,0.040074362,0.0964832995,0.0384398111,0.1819957567,0.093689778,0.1458553453,0.1815681064,0.164724469,0.3346514386
245,Azospirillum,8.3421614044,14.1951030369,13.3032696499,14.3850912311,8.3464827843,10.8319875312,12.3429034924,19.9398818991,10.7247072969,10.1189640736,8.7131493517,12.3490859045,7.0811561509,8.4421290404,8.9984053502
246,Azotobacter,0,0.2163887658,0.0639580272,0,0,0.0622528019,0,0.0321610998,0,0,0.093689778,0,0,0,0.0371834932
247,Azovibrio,0.5160099837,2.5966651893,4.8608100643,0.7116299548,4.5771034618,0.1245056038,0.2404461719,0.6432219967,0.9609952775,0.4731889673,0.4216040009,0.5348029329,3.5587348856,10.3364604352,8.1431850057
248,Babesia,0,0,0.2558321086,0,0,0,0,0,0,0.0727983027,0,0,0.1089408639,0.1235433518,0.0743669864
249,Bacillus,9.1161763804,14.3682140493,14.5824301929,11.9960478111,14.3146667105,3.797420916,8.9365827241,11.0312572438,12.1854201186,10.5557538889,2.2017097828,5.2994108798,9.8046777473,10.1305548488,15.7286176158
250,Bacteriovorax,0,0.259666519,0.6395802716,0.3049842664,0.7628505771,0.1245056038,0.20037181,0.2572887987,0.1537592444,0.3275923621,0.093689778,0,0.1089408639,0.164724469,0.3718349319
251,Bacteroides,1.2900249594,1.038666076,1.534992652,1.829905598,0.7179770138,0.3735168114,1.2022308598,2.1869547889,1.8066711217,1.2375711454,0.5621386679,0.9723689687,1.270976745,0.5353545245,1.3386057548
252,Balneatrix,0.086001664,0.4760552848,0.383748163,0.2033228442,0,0,0,0.1929665989,0.1921990555,0.1091974539,0,0.0486184484,0.1089408638,0.0411811173,0.1115504796
253,Balneola,0,0.4327775316,0.1279160544,0.0508307111,0,0,0,0.0321610998,0.2690786777,0.1819957567,0,0.0972368969,0.0363136213,0.2882678208,0.0743669864
254,Bangia,0,0,0,0,0,0,0.040074362,0,0,0,0,0,0.0726272426,0,0
255,Bangiopsis,0,0,0,0,0.0448735634,0,0,0,0,0,0,0,0,0,0
256,Bariatricus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,Barnesiella,0,0,0,0.0508307111,0.0897471267,0,0,0,0,0.0363991513,0,0,0,0,0
258,Bartonella,1.4620282876,2.3369986707,3.0060272763,3.3039962192,1.7949425346,0.6847808209,2.0037180995,2.5085657871,1.9604303661,2.4023439884,1.0774324468,1.4585534532,1.3072903663,1.6884258083,1.8591746594
259,Basidiobolus,0,0.0432777532,0,0,0.1346206901,0,0,0.0643221997,0,0.0727983027,0,0,0,0,0.0371834932
260,Basilea,0.2580049919,0.1298332595,0.0639580272,0.1016614221,0,0,0.4408179819,0.7075441964,0.1153194333,0.0363991513,0.140534667,0,0.0363136213,0.0411811173,0.1487339728
261,Bathycoccus,0.1720033279,0.4760552847,0.3197901358,0.3049842664,0.1794942534,0.1245056038,0.120223086,0.2251276988,0.0768796222,0.2911932107,0,0.1458553453,0.0363136213,0.0823622346,0.1487339728
262,Batrachochytrium,0,0,0,0.0508307111,0,0,0,0.0643221997,0,0,0,0,0,0,0
263,Baudoinia,0,0,0,0,0,0,0,0.0643221997,0,0,0,0.3403291391,0.0726272426,0.0823622346,0.0743669864
264,Bauldia,2.4080465911,5.5395524041,4.8608100644,3.7106419077,4.8463448425,0.4980224152,1.2423052218,2.2512769885,2.6523469659,3.1667261668,0.5621386678,1.3126981078,2.2151308983,4.4063795478,6.9533132249
265,Bavariicoccus,0,0,0,0,0,0,0,0.0964832995,0.0384398111,0,0,0,0,0,0
266,Bdellovibrio,0.1720033279,0.8222773101,0.6395802717,0.5591378216,0.8077241405,0.0622528019,0.20037181,0.2572887986,0.6150369776,0.3275923621,0.046844889,0.0972368969,0.1089408639,0.4118111727,0.3346514387
267,Beauveria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Beduini,0,0.0432777532,0,0.2541535553,0,0,0,0.0643221997,0,0,0,0,0,0,0
269,Beggiatoa,1.1180216316,4.1979420564,7.3551731236,2.1857205755,4.9809655324,0.3112640095,0.80148724,1.3829272928,1.8066711217,2.5843397454,0.6558284459,1.2640796595,1.1257222599,2.6355915053,4.4992026748
270,Beijerinckia,1.2040232957,3.1592759806,4.4770619013,2.7448583973,2.0193103511,0.5602752171,2.0838668234,2.5085657872,3.2673839435,2.4751422911,2.0611751155,2.965725355,3.5224212646,4.571104017,7.6597995949
271,Belliella,0,0,0,0,0,0,0,0,0,0.0363991513,0,0,0,0,0
272,Bellilinea,2.6660515828,6.7946072457,3.3897754396,4.4731025733,2.7372873645,0.7470336229,12.3429034917,1.0934773944,1.576032255,1.7835584159,0.421604001,0.4861844844,1.1620358812,2.141418098,1.041137809
273,Belnapia,1.4620282875,1.8609433858,2.0466568691,1.9315670204,1.0320919573,1.245056038,2.1640155476,2.9588211851,2.1910692327,1.7835584157,0.6558284459,1.2640796594,1.12572226,1.3589768699,3.5324318519
274,Berkeleya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,Bermanella,0,0,0.0639580272,0,0.0448735634,0,0,0.0643221997,0.1921990555,0,0,0,0,0.0411811173,0
276,Bernardetia,0,0.0865555063,0,0,0.2243678168,0,0,0.1608054992,0.0768796222,0.1455966054,0,0,0,0,0
277,Beutenbergia,0,0.1298332595,0,0.1016614221,0,0,0.080148724,0.2894498985,0.0768796222,0,0.4684488899,0.340329139,0.0363136213,0.2059055864,0
278,Bhargavaea,0,0,0,0,0,0,0,0.0321610998,0,0.0727983027,0,0,0,0,0.0743669864
279,Bibersteinia,0,0.0432777532,0.2558321086,0,0,0.0622528019,0,0,0,0,0,0,0,0,0
280,Bifidobacterium,2.1500415989,6.3618297144,5.7562224445,4.7780868399,6.4169195597,0.1245056038,2.6048335293,3.3125932834,5.2662541206,4.9866837341,0.655828446,2.5767777673,4.7207707671,9.5128380896,9.1471393219
281,Bilophila,0.4300083198,0.9088328163,2.0466568692,0.9657835101,0.8525977038,0,0.3606692579,0.5145775974,1.3069535774,1.0555753888,0.093689778,0.0972368969,1.2346631237,0.8648034625,1.5617067136
282,Bipolaris,0.1720033279,0.2163887658,0.1279160544,0,0.0448735634,0,0,0.0643221997,0.0384398111,0,0,0.0972368969,0,0.0411811173,0.0371834932
283,Bittarella,0,0,0,0,0,0,0,0,0.0384398111,0,0,0,0,0,0
284,Bizionia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,Blastochloris,1.892036607,3.8949977845,5.1806002,5.1339018172,5.2950804761,0.6847808209,1.8033462896,2.4764046873,3.1136246991,2.7663355017,1.5458813366,2.6740146645,3.5224212648,3.4592138508,5.1313220591
286,Blastococcus,0.9460183037,1.8176656329,3.9014396568,6.6588231494,5.474574729,3.4861569065,1.5629001178,1.7366993911,2.306388666,2.9119321073,1.8737955598,2.430922422,5.4107295715,4.1181117271,19.9303523428
287,Blastocystis,0,0.1731110126,0.5756222444,0.4574763996,0.2243678168,0,0,0.0321610998,0.2306388666,0,0.046844889,0,0.0363136213,0.90598458,0.4833854113
288,Blastomonas,0,0,0,0.0508307111,0.0897471267,0,0,0,0,0,0,0,0,0,0
289,Blastomyces,0,0,0.1279160543,0,0,0,0,0,0,0,0,0,0,0,0.1487339727
290,Blastopirellula,2.1500415992,6.4916629736,5.4364323088,2.4398741313,3.9040000122,1.245056038,1.7231975657,2.6693712863,4.3052588432,4.0039066474,1.7332608927,1.4585534528,1.9609355498,2.6355915051,5.0941385658
